INFO:root:Starting EM-Lab Run
INFO:root:emlab database: sqlite:///C:\Users\isanchezjimene\Documents\TraderesCode\toolbox-amiris-emlab\.spinetoolbox\items\emlabdb\EmlabDB.sqlite
INFO:root:SpineDBRW: Start Read Repository
WARNING:root:No value found for class: node, object: CO2, parameter: annual_resource_limit
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_small, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_electric_heater_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_electric_heater_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_gas_heater_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_gas_heater_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_heat_pump_up_to_150C_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Lignite PSC, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Lithium_ion_battery, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Nuclear, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Nuclear_CHP_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Nuclear_CHP_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: OCGT, parameter: investment_limit
WARNING:root:No value found for class: unit, object: PEM_Electrolyzer, parameter: investment_limit
WARNING:root:No value found for class: unit, object: PV_commercial_systems, parameter: investment_limit
WARNING:root:No value found for class: unit, object: PV_residential, parameter: investment_limit
WARNING:root:No value found for class: unit, object: PV_utility_systems, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Power_to_Jet_Fuel, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Solar_district_heating_DH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Solar_district_heating_PH, parameter: investment_limit
WARNING:root:No value found for class: unit, object: WTG_offshore, parameter: investment_limit
WARNING:root:No value found for class: unit, object: WTG_onshore, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Wave_energy, parameter: investment_limit
WARNING:root:No value found for class: unit, object: Building_electric_heater, parameter: lifetime_economic
WARNING:root:No value found for class: unit, object: Building_gas_heater, parameter: lifetime_economic
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_air, parameter: lifetime_economic
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_water, parameter: lifetime_economic
WARNING:root:No value found for class: unit, object: CCS, parameter: lifetime_technical
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_DH, parameter: lifetime_technical
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_PH, parameter: lifetime_technical
WARNING:root:No value found for class: unit, object: Nuclear_CHP_DH, parameter: lifetime_technical
WARNING:root:No value found for class: unit, object: Nuclear_CHP_PH, parameter: lifetime_technical
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Building_electric_heater, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Building_gas_heater, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_air, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_water, parameter: min_down_time
WARNING:root:No value found for class: unit, object: CCGT, parameter: min_down_time
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: CCS, parameter: min_down_time
WARNING:root:No value found for class: unit, object: CSP_Parabolic, parameter: min_down_time
WARNING:root:No value found for class: unit, object: CSP_Tower, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Coal PSC, parameter: min_down_time
WARNING:root:No value found for class: unit, object: FT_process, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Fuel oil PGT, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Gasifier_and_methanation, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Hydrogen_to_Jet_Fuel, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Hydropower_ROR, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_large, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_medium, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_small, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_electric_heater_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_electric_heater_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_gas_heater_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_gas_heater_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_up_to_150C_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Lignite PSC, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Lithium_ion_battery, parameter: min_down_time
WARNING:root:No value found for class: unit, object: OCGT, parameter: min_down_time
WARNING:root:No value found for class: unit, object: PEM_Electrolyzer, parameter: min_down_time
WARNING:root:No value found for class: unit, object: PV_commercial_systems, parameter: min_down_time
WARNING:root:No value found for class: unit, object: PV_residential, parameter: min_down_time
WARNING:root:No value found for class: unit, object: PV_utility_systems, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Power_to_Jet_Fuel, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Solar_district_heating_DH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Solar_district_heating_PH, parameter: min_down_time
WARNING:root:No value found for class: unit, object: WTG_offshore, parameter: min_down_time
WARNING:root:No value found for class: unit, object: WTG_onshore, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Wave_energy, parameter: min_down_time
WARNING:root:No value found for class: unit, object: Building_electric_heater, parameter: min_load
WARNING:root:No value found for class: unit, object: Building_gas_heater, parameter: min_load
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_air, parameter: min_load
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_water, parameter: min_load
WARNING:root:No value found for class: unit, object: CCS, parameter: min_load
WARNING:root:No value found for class: unit, object: CSP_Parabolic, parameter: min_load
WARNING:root:No value found for class: unit, object: CSP_Tower, parameter: min_load
WARNING:root:No value found for class: unit, object: Coal PSC, parameter: min_load
WARNING:root:No value found for class: unit, object: FT_process, parameter: min_load
WARNING:root:No value found for class: unit, object: Fuel oil PGT, parameter: min_load
WARNING:root:No value found for class: unit, object: Gasifier_and_methanation, parameter: min_load
WARNING:root:No value found for class: unit, object: Hydrogen_to_Jet_Fuel, parameter: min_load
WARNING:root:No value found for class: unit, object: Hydropower_ROR, parameter: min_load
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_large, parameter: min_load
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_medium, parameter: min_load
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_small, parameter: min_load
WARNING:root:No value found for class: unit, object: Lignite PSC, parameter: min_load
WARNING:root:No value found for class: unit, object: Lithium_ion_battery, parameter: min_load
WARNING:root:No value found for class: unit, object: PEM_Electrolyzer, parameter: min_load
WARNING:root:No value found for class: unit, object: PV_commercial_systems, parameter: min_load
WARNING:root:No value found for class: unit, object: PV_residential, parameter: min_load
WARNING:root:No value found for class: unit, object: PV_utility_systems, parameter: min_load
WARNING:root:No value found for class: unit, object: Power_to_Jet_Fuel, parameter: min_load
WARNING:root:No value found for class: unit, object: Solar_district_heating_DH, parameter: min_load
WARNING:root:No value found for class: unit, object: Solar_district_heating_PH, parameter: min_load
WARNING:root:No value found for class: unit, object: WTG_offshore, parameter: min_load
WARNING:root:No value found for class: unit, object: WTG_onshore, parameter: min_load
WARNING:root:No value found for class: unit, object: Wave_energy, parameter: min_load
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Building_electric_heater, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Building_gas_heater, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_air, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_water, parameter: min_up_time
WARNING:root:No value found for class: unit, object: CCGT, parameter: min_up_time
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: CCS, parameter: min_up_time
WARNING:root:No value found for class: unit, object: CSP_Parabolic, parameter: min_up_time
WARNING:root:No value found for class: unit, object: CSP_Tower, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Coal PSC, parameter: min_up_time
WARNING:root:No value found for class: unit, object: FT_process, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Fuel oil PGT, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Gasifier_and_methanation, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Hydrogen_to_Jet_Fuel, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Hydropower_ROR, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_large, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_medium, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_small, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_electric_heater_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_electric_heater_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_gas_heater_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_gas_heater_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Industry_heat_pump_up_to_150C_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Lignite PSC, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Lithium_ion_battery, parameter: min_up_time
WARNING:root:No value found for class: unit, object: OCGT, parameter: min_up_time
WARNING:root:No value found for class: unit, object: PEM_Electrolyzer, parameter: min_up_time
WARNING:root:No value found for class: unit, object: PV_commercial_systems, parameter: min_up_time
WARNING:root:No value found for class: unit, object: PV_residential, parameter: min_up_time
WARNING:root:No value found for class: unit, object: PV_utility_systems, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Power_to_Jet_Fuel, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Solar_district_heating_DH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Solar_district_heating_PH, parameter: min_up_time
WARNING:root:No value found for class: unit, object: WTG_offshore, parameter: min_up_time
WARNING:root:No value found for class: unit, object: WTG_onshore, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Wave_energy, parameter: min_up_time
WARNING:root:No value found for class: unit, object: Building_electric_heater, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Building_gas_heater, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_air, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_water, parameter: planned_outage
WARNING:root:No value found for class: unit, object: CCS, parameter: planned_outage
WARNING:root:No value found for class: unit, object: CSP_Parabolic, parameter: planned_outage
WARNING:root:No value found for class: unit, object: CSP_Tower, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Coal PSC, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Fuel oil PGT, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Hydropower_ROR, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_large, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_medium, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_small, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_DH, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_PH, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Lignite PSC, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Lithium_ion_battery, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Nuclear, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Nuclear_CHP_DH, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Nuclear_CHP_PH, parameter: planned_outage
WARNING:root:No value found for class: unit, object: PEM_Electrolyzer, parameter: planned_outage
WARNING:root:No value found for class: unit, object: PV_commercial_systems, parameter: planned_outage
WARNING:root:No value found for class: unit, object: PV_residential, parameter: planned_outage
WARNING:root:No value found for class: unit, object: PV_utility_systems, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Solar_district_heating_DH, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Solar_district_heating_PH, parameter: planned_outage
WARNING:root:No value found for class: unit, object: WTG_offshore, parameter: planned_outage
WARNING:root:No value found for class: unit, object: WTG_onshore, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Wave_energy, parameter: planned_outage
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Building_electric_heater, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Building_gas_heater, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_air, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_water, parameter: vom_cost
WARNING:root:No value found for class: unit, object: CCGT, parameter: vom_cost
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: CCS, parameter: vom_cost
WARNING:root:No value found for class: unit, object: CSP_Parabolic, parameter: vom_cost
WARNING:root:No value found for class: unit, object: CSP_Tower, parameter: vom_cost
WARNING:root:No value found for class: unit, object: FT_process, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Gasifier_and_methanation, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Hydrogen_to_Jet_Fuel, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Hydropower_ROR, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_large, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_small, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_biomass_boiler_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_electric_heater_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_electric_heater_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_gas_heater_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_gas_heater_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_excess_heat_70_35C_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_80_40C_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_geothermal_2km_absortion_80_40C_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_seawater_80_40C_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_heat_pump_up_to_150C_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Industry_nuclear_heater_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Nuclear_CHP_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Nuclear_CHP_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: OCGT, parameter: vom_cost
WARNING:root:No value found for class: unit, object: PEM_Electrolyzer, parameter: vom_cost
WARNING:root:No value found for class: unit, object: PV_commercial_systems, parameter: vom_cost
WARNING:root:No value found for class: unit, object: PV_residential, parameter: vom_cost
WARNING:root:No value found for class: unit, object: PV_utility_systems, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Power_to_Jet_Fuel, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Solar_district_heating_DH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Solar_district_heating_PH, parameter: vom_cost
WARNING:root:No value found for class: unit, object: WTG_offshore, parameter: vom_cost
WARNING:root:No value found for class: unit, object: WTG_onshore, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Wave_energy, parameter: vom_cost
INFO:root:Object Class not defined: CO2_captured
INFO:root:Object Class not defined: CO2_captured
INFO:root:Object Class not defined: CO2_captured
INFO:root:Object Class not defined: CO2_captured
WARNING:root:No value found for class: CO2_captured, object: Hydrogen_to_Jet_Fuel, parameter: vom_cost
WARNING:root:No value found for class: CO2_captured, object: Power_to_Jet_Fuel, parameter: vom_cost
INFO:root:Object Class not defined: CO2_emission
INFO:root:Object Class not defined: CandidatePowerPlantsList
WARNING:root:No value found for class: CandidatePowerPlantsList, object: 2025, parameter: 0
WARNING:root:No value found for class: CandidatePowerPlantsList, object: 2024, parameter: 1
INFO:root:Object Class not defined: CandidatePowerPlantsList
WARNING:root:No value found for class: CandidatePowerPlantsList, object: 2024, parameter: 2
INFO:root:Object Class not defined: CandidatePowerPlantsList
WARNING:root:No value found for class: CandidatePowerPlantsList, object: 2024, parameter: 3
INFO:root:Object Class not defined: CandidatePowerPlantsList
WARNING:root:No value found for class: CandidatePowerPlantsList, object: 2024, parameter: 4
INFO:root:Object Class not defined: CandidatePowerPlantsList
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: BlockSizeInMW
WARNING:root:No value found for class: Configuration, object: priority, parameter: BlockSizeInMW
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: ConventionalPlantOperator
INFO:root:Object Class not defined: Configuration
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: Country
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: CurrentYear
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: Efficiency Maximal
WARNING:root:No value found for class: Configuration, object: priority, parameter: Efficiency Maximal
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: Efficiency Minimal
WARNING:root:No value found for class: Configuration, object: priority, parameter: Efficiency Minimal
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: End Year
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: EnergyProducers
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: Fuel
WARNING:root:No value found for class: Configuration, object: priority, parameter: Fuel
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: FuelPriceTrends
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: FuelType
WARNING:root:No value found for class: Configuration, object: priority, parameter: FuelType
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: Fuels
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: InstalledPowerInMW
WARNING:root:No value found for class: Configuration, object: priority, parameter: InstalledPowerInMW
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: LNG
WARNING:root:No value found for class: Configuration, object: priority, parameter: LNG
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: Look Ahead
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: OpexVarInEURperMWH
WARNING:root:No value found for class: Configuration, object: priority, parameter: OpexVarInEURperMWH
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: SimulationTick
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: Start Year
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: TechnologiesEmlab
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: TechnologyPotentials
INFO:root:Object Class not defined: Configuration
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: Time Step
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: VariableRenewableOperator
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: bioliquids
WARNING:root:No value found for class: Configuration, object: priority, parameter: bioliquids
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: biomethane
WARNING:root:No value found for class: Configuration, object: priority, parameter: biomethane
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: collectable_residues
WARNING:root:No value found for class: Configuration, object: priority, parameter: collectable_residues
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: electricity
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: hard_coal
WARNING:root:No value found for class: Configuration, object: priority, parameter: hard_coal
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: heavy_oil
WARNING:root:No value found for class: Configuration, object: priority, parameter: heavy_oil
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: hydrogen
WARNING:root:No value found for class: Configuration, object: priority, parameter: hydrogen
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: identifier
WARNING:root:No value found for class: Configuration, object: priority, parameter: identifier
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: light_oil
WARNING:root:No value found for class: Configuration, object: priority, parameter: light_oil
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: lignite
WARNING:root:No value found for class: Configuration, object: priority, parameter: lignite
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: natural_gas
WARNING:root:No value found for class: Configuration, object: priority, parameter: natural_gas
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: node
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: nuclear
WARNING:root:No value found for class: Configuration, object: priority, parameter: nuclear
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: oil_shale
WARNING:root:No value found for class: Configuration, object: priority, parameter: oil_shale
INFO:root:Object Class not defined: Configuration
WARNING:root:No value found for class: Configuration, object: priority, parameter: short_term_investment_minimal_irr
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: trends
WARNING:root:No value found for class: Configuration, object: priority, parameter: trends
WARNING:root:No value found for class: Configuration, object: SimulationYears, parameter: unit
INFO:root:Object Class not defined: Configuration
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
WARNING:root:No value found for class: Conventionals, object: 503, parameter: ComissionedYear
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
